gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,tissue
9.8995310216721,12.030866144900815,11.947721667489645,13.73690024653151,9.166346312363256,10.751705639454464,6.978074220510744,10.014393150073143,11.78515950080492,9.141630666138882,11.15966362443141,10.68096699668585,11.044443653223967,10.14441417279331,9.936365179563545,10.7650489964573,11.444157803129485,9.464046996113845,11.28492920477331,10.9306956315448,13.268678531005087,10.790508903391137,9.949754297739982,14.825542542718413,6.946560768539816,13.238847223123674,12.558385269030008,8.797804487300333,13.260456387794074,11.746237829458837,10.22705409887089,8.682459516149835,12.132225653562081,9.59109309924682,8.244121392355035,10.293766695985864,10.077068563651633,11.133314557017249,10.647428676148483,13.401785543899056,12.396797882663444,10.656742329547162,9.185626839705211,13.377251452861223,12.57106424899649,16.312020182544085,11.52697208046042,14.283542232028152,11.921632600297276,11.17184694326163,Brain
7.9800854355667825,12.443004924717291,9.31316015328143,9.973349189205667,10.912926395053004,10.449398179507215,7.873866410826974,9.408738015725973,12.861168801542204,12.355534819346683,12.396880518421924,11.34720412732961,12.324569027238125,11.482244325174259,10.66358982380183,13.329537291009048,10.50850462514592,9.460664452667784,13.424344684266252,13.466993609086114,7.851689426111891,12.27590588644978,6.91115395636017,13.138961772393861,9.1324743181759,12.568416375307876,9.770248481165378,11.66578488097786,8.238565951455495,10.438387416946494,10.880365472676662,12.92234753283671,14.588561686017172,12.161379083460051,11.595300897016694,8.943768458824923,8.162807073968883,11.380673969930335,11.271507658952972,12.216179324001923,12.409962622665441,11.72184675518227,8.066064229640947,12.785258943012325,10.78948573199764,9.08930711056459,10.170470731189067,8.202518236788285,10.311838917377363,12.501571771178842,Brain
10.344749633443994,9.276803891503342,10.483630402927322,11.921911230840587,8.301220053533982,8.961854429263859,11.254024478743597,8.501112554400146,14.890231228973573,10.69332708496772,9.186025549190239,9.365291689754342,10.033754642497414,9.860343303203193,6.816800660625471,13.527481061532773,10.969033319976443,10.945247108829683,12.63574702443313,8.890791061066325,9.483345758963516,11.914831297438285,10.871243898398067,11.689804670089456,10.83982532929502,10.517239736711575,13.86703097457984,13.131587417098608,6.002481716722578,13.960657122344326,15.317457046726208,13.46355675343222,10.571351033487614,9.62161157907151,12.455666228331735,9.76186127929008,11.71231966077876,10.95623825132247,13.43610087551302,10.221083951393036,10.114395310188716,11.756453229481703,14.867679601856237,11.161941611889134,10.16708727289725,12.715006503176225,12.436256559649422,9.097056498703921,9.927679799641956,13.193057712989765,Brain
11.856025681978855,6.060602269864805,11.963958278005789,12.852912717240644,9.324837216473771,12.3543721311642,14.74463823464144,11.792747880128884,9.748767409534137,9.955077040934835,11.026067799533102,11.755539183946183,11.125649199466364,12.003192730692344,10.706109214159254,11.36124594748044,12.92962116465687,8.870337694273989,11.21742359925477,11.211527294055522,12.841333431426143,10.546555088901277,12.306096622099522,13.205374930925423,7.300394125671537,13.337262486901068,9.029236405748625,8.812119181863052,5.241086213055248,9.393644669974705,10.99028611069794,10.233353387468194,10.074946279596496,8.775005291341104,12.734458997952888,12.916827672426598,11.836237043911172,7.226943908428723,15.546690316034963,11.293949300914432,12.079218403167332,8.003408725256138,10.977113105060543,11.82670817524729,10.7182028910653,12.744323718706907,13.600690295993079,8.312952471865135,12.700241164247714,11.78867990292966,Brain
10.990608010652881,7.858376032944769,13.959697550397106,11.793548562542258,7.4334978756689525,10.51373107918597,11.654446772731733,12.013150603345064,10.74479041143725,11.683181611897433,15.237772424459983,14.093073510943018,9.100961909642283,9.806205336874495,10.777592000379462,7.5018611316567725,8.317193004107672,7.756610758113034,8.70456005435,13.779205656293183,9.289518962240379,8.945876482128806,12.76567532101878,10.101391227808437,11.837278938345204,9.543641501273333,7.39622406198688,11.935434154996234,7.897132111818696,9.979013560844809,9.534097729912553,11.390692945093946,9.888110204450765,10.744530343072228,7.878885855125462,15.000696178212207,8.599736524539674,13.402760888435381,11.299667432679195,11.281814736142644,11.708839170239324,7.239374823094887,12.932784003944834,9.978111065426075,13.420797266273278,10.697528069015542,10.25095688181906,8.417567773727635,9.468981268385322,11.844627523328128,Brain
8.38417140066125,7.018800900845273,9.2849022286778,12.680010753244858,14.562582154052734,9.645168664570487,7.902342640351816,10.313741871791803,11.367711028819116,12.155794270197669,15.269282496014815,11.453697643961572,14.310923250757842,10.074149155872703,11.173131629045109,9.81423453507929,9.639991331764115,10.473188310265455,10.438690249318359,9.792048161004503,9.901494185271396,13.193592508882809,15.226224313916404,10.003186754587109,10.351209104865202,12.049218001261018,17.374066676145937,11.168327042015841,12.945265733797582,14.088949677415584,11.688136262804045,12.852465085770067,12.215677080669609,13.065025585655762,8.93119528702863,11.408565884002657,11.962435456856253,11.934114345457775,13.274034837266916,11.893780289548136,8.710102959857197,12.182632233855964,9.233842683040933,9.601243903207036,10.162982237579135,10.777162446836819,7.912549194616208,13.233786880403358,8.688968179821032,14.140221244077708,Brain
8.750096524334285,13.563840760628404,10.943157084801866,7.567151108112057,8.914077212794297,13.652943336638096,11.89729734810401,10.842536632664386,6.5664778910341814,13.779132677229928,14.740847795631034,14.37603406473783,9.769509568461018,11.765598934301572,11.984282067873323,7.945094748331178,11.360985010999094,13.142083048235017,12.528956470651423,8.777672374511805,9.274769756868904,12.581187978848291,12.265704874765422,6.491682640964769,6.086813708453211,10.846935877296907,9.820694286625669,10.403397553672585,10.177418818680371,12.96804708912618,11.2071361688847,11.535272028326249,8.315374346980013,4.271808947073378,13.247083563383033,15.286410376227774,10.314822263538709,11.49862908324391,11.64903663274911,14.35058649933644,12.777968588554307,11.99212846645175,11.111144313887934,11.120465842978184,8.121076806732539,10.233024947610478,12.77240393225875,10.53259364137199,11.088701114998134,8.647745044021857,Brain
11.89101380256277,8.076486687928556,11.579765623074252,10.625550087302372,7.513429505576482,13.138955904081739,10.672269473074063,14.721556108238332,13.956504229644928,9.241064319506487,9.416560042688841,8.65604629109911,7.827072763147331,10.155645650098005,13.887494419371523,7.170185260780956,12.70388893512937,12.536678908610009,12.109385588447257,12.466346729488704,8.791556422905733,12.523143682595194,9.90148363691786,6.081613275842903,11.114825895512741,9.311784535182507,13.717633266665457,10.42730696766816,11.09121567985119,11.77835915228908,10.465198724233241,10.792317765140002,12.687148045560688,8.867357043520062,9.5963731149448,9.065777890798067,13.873509345099107,9.59660004598434,10.71343348256584,9.79879063750083,10.383644093450426,9.525141067046436,11.925448627282238,8.918299693440208,8.295098890180006,9.883159261134479,9.403529563936933,8.324310352383243,10.353254401993597,7.679765158887333,Brain
14.455495254868518,8.014797271168614,9.707401001398502,10.192890086306178,14.369369929211242,7.539369379151644,11.284100183835136,13.07431692988925,10.380513793034789,8.660365935657982,10.784030071293882,14.054202519784955,9.768428310464577,13.872366936155531,11.517333824020433,13.465028423472502,11.437366184552282,10.031248616061394,14.277719972747906,11.450470705611208,11.332859071606322,12.615111263210858,12.84830476617107,12.625712928476197,8.298556094116988,9.725528935848246,9.686942097062365,9.44183954150425,9.255792469192881,9.65795217769861,11.671897485708321,11.988818574499657,10.996728066711805,10.147935322871161,13.550926497307241,10.816867878700325,12.874145040630356,9.861347738902445,11.82742559990415,13.68417700861183,5.782423980631249,9.689829432351843,12.187484351682423,13.425630147365371,11.406227095893012,11.099145458598809,14.2211569264466,13.547986781177638,9.2628361259046,11.232821960241514,Brain
11.72033800427103,14.437198748027372,12.732141032085597,10.792847800196753,11.440148657607242,7.232233021532213,12.93725696925469,12.291465577446495,13.424312866450204,10.71190140345096,11.256082137116922,10.03732330144055,8.703890187688518,9.795487594235647,7.361399100940142,12.82921103118817,6.650234994693806,15.06428505191844,7.471746201399836,13.999777351350394,9.183891912859124,12.122066134942122,9.495106599346263,14.347496318782765,11.087405336168548,13.147364024197504,11.15209607979277,11.705919951077803,12.2322133080395,9.942552029000591,8.43941774352949,8.396793348516,11.10168513827231,10.022719829223838,6.708286480300116,12.025882501582991,8.563020717426829,8.679349949461388,10.916747931426151,9.199768683852174,11.245010996679039,14.946921783205116,10.241884707635357,8.880841707566702,11.36301395525462,9.449536412664624,11.047502963995495,11.631271953362477,10.929606123075033,11.113117899178336,Brain
